indoor_relative_humidity [%],illuminance [lux],indoor_temperature,wind_speed [m/s],occupant_count [number],Atmospheric Pressure,optimal temperature
73.8,171.83,26.5,0.64,25,57.9,25.1
71.4,200.56,26.5,0.46,30,55.3,25.0
69.6,209.03,26.5,0.49,25,56.8,25.0
68.4,224.31,26.5,0.14,26,56.5,24.9
68.2,218.93,26.5,0.23,27,56.7,24.9
67.7,185.02,26.5,0.38,35,56.2,24.9
67.2,156.94,26.5,0.34,33,55.9,24.8
67.2,183.75,26.6,0.51,32,55.8,24.7
67.9,193.87,26.6,0.52,29,58.5,24.7
68.0,197.98,26.6,0.32,34,57.6,24.7
68.1,183.72,26.6,0.43,27,56.3,24.7
68.4,180.66,26.5,0.4,26,56.2,24.8
69.2,147.09,26.5,0.35,28,54.1,24.9
72.8,134.15,26.5,0.33,30,55.1,25.1
71.7,116.52,26.6,0.39,28,54.2,25.0
71.1,115.23,26.6,0.25,29,55.1,25.0
73.4,125.01,26.6,0.1,30,55.5,25.1
71.6,145.6,26.6,0.47,28,57.8,25.0
70.7,151.15,26.6,0.31,27,58.2,25.0
70.0,144.18,26.6,0.15,28,60.2,25.1
69.5,138.36,26.6,0.26,30,57.9,25.1
69.3,133.44,26.6,0.06,27,59.8,25.0
69.1,134.37,26.6,0.39,34,60.4,25.0
68.6,146.5,26.6,0.63,30,55.9,25.0
68.2,154.27,26.6,0.4,34,60.6,25.0
67.9,150.4,26.6,1.73,28,62.9,25.0
67.7,154.62,26.6,0.85,27,61.8,24.9
67.5,173.47,26.6,0.55,31,59.3,24.9
67.4,180.0,26.6,0.77,35,62.5,25.0
67.5,175.15,26.6,0.37,29,60.9,25.0
67.1,199.95,26.6,0.17,32,62.2,25.1
67.0,261.11,26.6,0.24,34,60.7,25.2
67.1,277.83,26.6,0.65,28,59.4,25.2
66.6,257.98,26.6,1.01,34,62.5,25.3
66.2,233.2,26.6,0.58,30,62.4,25.3
65.7,206.77,26.6,0.27,32,60.5,25.3
65.4,204.15,26.6,1.33,31,61.4,25.4
65.9,197.64,26.6,0.56,25,59.4,25.2
65.9,192.33,26.6,0.37,34,59.1,25.3
66.1,182.93,26.6,0.61,29,60.5,25.2
66.0,180.5,26.6,0.17,28,59.8,25.3
66.5,195.64,26.6,0.32,36,59.8,25.2
65.9,205.0,26.5,0.21,28,58.2,25.3
65.4,220.26,26.4,0.69,32,60.6,25.3
65.8,235.76,26.4,1.42,29,59.5,25.1
66.0,234.21,26.3,0.86,25,58.6,25.1
66.1,222.21,26.3,0.16,35,58.8,25.1
64.1,147.16,26.2,0.27,33,58.4,25.8
62.9,107.64,26.2,0.84,40,53.8,26.1
63.1,86.95,26.3,0.63,38,54.4,26.0
65.3,74.75,26.3,0.41,26,58.5,25.5
67.4,68.6,26.3,0.93,33,58.6,25.0
67.2,59.9,26.3,0.49,33,56.9,24.8
67.7,50.06,26.2,0.7,35,56.5,24.6
68.2,39.49,26.2,0.08,29,57.9,24.5
67.7,30.33,26.2,0.28,34,61.3,24.4
67.3,24.34,25.4,0.28,26,60.6,24.2
67.8,17.89,24.3,0.05,30,57.2,24.1
69.1,13.14,24.0,0.39,31,57.9,24.0
70.1,10.41,24.1,0.61,25,61.2,24.0
69.9,7.95,24.0,0.4,31,60.9,24.1
69.1,9.57,24.0,0.52,35,60.3,24.2
68.9,12.01,24.0,0.65,28,58.5,24.2
69.4,10.27,24.3,1.11,30,58.3,24.2
69.6,8.68,24.1,0.68,30,58.3,24.1
69.4,8.18,24.0,0.52,34,57.5,24.1
69.8,46.54,24.2,0.49,31,60.7,24.1
67.8,45.3,24.0,0.29,32,57.9,24.7
74.0,38.38,24.0,0.06,34,58.8,24.2
80.7,34.94,24.2,0.22,33,59.4,24.1
78.6,33.51,24.1,0.14,25,59.8,23.7
75.1,34.29,23.9,1.18,35,63.1,23.7
75.4,35.49,24.1,1.37,25,62.7,24.3
74.8,35.43,24.2,0.58,29,60.8,24.5
71.9,35.34,23.9,0.72,27,59.5,24.5
70.5,35.14,24.1,0.83,33,58.9,24.5
69.2,34.66,24.2,0.25,27,60.6,24.5
68.1,34.76,23.9,0.31,25,58.3,24.4
69.1,34.85,24.1,0.48,25,61.1,24.4
73.5,35.49,24.2,0.56,35,61.6,24.5
71.4,35.52,24.1,0.84,34,61.9,24.4
70.0,35.38,23.9,0.79,30,61.7,24.3
68.9,34.97,24.1,0.41,35,62.6,24.3
68.6,34.36,24.2,0.61,28,61.7,24.2
68.3,33.77,23.9,0.94,31,62.4,24.2
67.8,33.46,24.1,0.24,29,61.8,24.3
68.7,33.21,24.2,0.51,33,62.6,24.3
74.4,33.12,23.9,0.22,33,62.1,24.3
74.4,33.1,24.1,0.21,28,60.4,24.4
72.2,33.1,24.3,0.49,32,60.4,24.3
76.4,33.09,23.9,0.15,29,60.2,24.4
75.0,33.09,24.1,0.66,30,60.4,24.4
73.6,33.09,24.3,0.9,35,60.9,24.4
78.0,33.1,24.0,1.55,35,60.8,24.4
75.9,33.06,24.0,0.55,33,60.9,24.5
73.5,33.08,24.3,0.39,34,61.5,24.5
75.8,33.13,24.5,1.19,33,62.1,24.7
73.4,33.13,24.5,1.18,29,61.7,24.4
71.7,33.07,24.5,1.21,33,60.9,24.3
71.7,33.14,24.5,1.06,33,60.2,24.3
72.2,33.11,24.5,1.27,32,60.6,24.5
70.2,33.15,24.5,1.21,33,60.4,24.4
72.0,33.14,24.5,0.98,31,59.6,24.4
76.7,33.11,24.5,0.42,26,61.0,24.7
73.4,33.12,24.5,0.18,30,60.0,24.5
72.1,33.11,24.5,0.53,26,59.8,24.3
76.1,33.07,24.5,0.27,31,60.0,24.3
76.7,33.09,24.5,2.03,30,60.9,24.3
73.1,33.05,24.5,0.54,26,60.8,24.3
75.5,33.03,24.2,2.19,31,59.8,24.3
79.5,33.06,24.1,0.88,38,59.1,24.7
77.7,33.05,23.9,1.91,29,59.0,24.6
76.0,29.09,24.3,1.45,34,60.8,24.8
79.8,0.0,24.1,1.84,39,56.0,24.5
77.4,0.0,24.2,1.9,40,55.7,24.1
75.7,0.0,24.2,0.74,36,54.5,23.9
78.9,0.0,24.1,2.27,35,54.8,24.0
81.0,0.0,24.0,1.03,34,55.3,24.4
80.0,0.0,24.2,0.47,43,54.7,24.6
80.1,0.0,24.2,1.07,40,54.5,24.7
80.1,0.0,24.1,2.1,38,54.7,24.8
79.5,0.0,24.2,0.63,39,54.1,25.0
78.9,0.0,24.2,3.13,39,54.7,25.1
79.2,0.0,24.1,3.17,40,53.4,25.2
79.2,0.0,24.1,1.28,33,54.5,25.2
78.6,0.0,24.2,1.56,32,54.8,25.3
78.2,0.0,24.3,1.11,33,53.6,25.4
78.1,0.0,24.1,1.68,37,54.6,25.5
78.2,0.0,24.2,1.08,39,54.3,25.5
78.3,0.0,24.3,3.18,41,54.0,25.5
78.0,0.0,24.2,1.82,33,53.4,25.5
77.8,0.0,24.1,2.13,36,54.4,25.6
78.5,0.0,24.1,3.02,40,54.3,25.6
79.2,0.0,24.2,1.22,36,54.6,25.6
80.0,0.0,24.2,1.61,31,54.7,25.4
79.6,0.0,24.2,2.79,41,54.2,25.6
79.7,0.0,24.2,2.33,40,54.1,25.6
79.6,0.0,24.2,1.31,40,53.9,25.6
79.8,0.0,24.2,3.37,36,53.7,25.7
80.0,0.0,24.3,3.23,37,54.0,25.6
80.1,0.0,24.2,2.29,38,53.2,25.6
80.8,0.0,24.2,2.06,42,54.0,25.5
81.2,0.0,24.2,2.02,39,53.5,25.5
81.8,0.0,24.3,2.58,30,53.0,25.4
82.1,0.0,24.2,0.76,31,53.2,25.4
82.3,0.0,24.0,1.61,31,52.9,25.4
82.5,0.0,24.3,1.81,33,53.7,25.4
82.7,0.0,24.6,1.8,29,53.4,25.4
82.2,0.0,24.7,2.65,31,51.9,25.6
81.6,0.0,24.7,1.34,31,52.7,25.7
81.4,0.0,24.7,1.23,34,52.7,25.8
81.6,0.0,24.7,2.19,30,52.7,25.8
81.7,0.0,24.7,1.19,37,52.8,25.8
81.8,0.0,24.6,0.71,38,52.6,25.8
81.8,0.0,24.6,1.05,30,53.0,25.8
81.6,0.0,24.5,0.39,30,52.7,25.8
81.5,0.0,24.6,0.82,29,53.2,25.8
81.8,0.0,24.5,1.79,32,52.7,25.8
82.0,0.0,24.7,0.53,27,52.2,25.8
82.1,0.0,24.7,0.78,34,53.2,25.8
81.9,0.0,24.7,0.72,42,53.1,25.9
81.9,0.0,24.7,1.11,38,52.4,25.9
81.8,0.0,24.7,1.5,41,52.9,25.9
81.9,0.0,24.7,1.48,45,52.4,25.9
82.4,0.0,24.6,1.54,32,52.8,25.8
83.0,0.0,24.5,1.1,28,53.0,25.8
83.5,0.0,24.4,1.42,31,52.5,25.7
83.6,0.0,24.4,1.82,27,53.2,25.7
83.9,0.0,24.2,1.14,36,52.5,25.7
84.1,0.0,24.3,0.2,37,52.6,25.6
84.4,0.0,24.2,0.63,27,52.6,25.5
84.7,0.0,24.1,0.95,36,52.5,25.6
84.9,0.0,24.2,0.16,28,52.8,25.6
84.9,0.0,24.2,0.34,32,52.6,25.6
84.9,0.0,24.1,0.72,28,52.3,25.6
85.1,0.0,24.1,0.28,30,53.0,25.6
85.2,0.0,24.3,0.25,37,52.0,25.6
85.1,0.0,24.2,0.25,35,52.3,25.6
85.3,0.0,24.1,0.12,32,52.5,25.6
85.4,0.0,24.1,0.4,32,52.3,25.6
85.5,0.0,24.1,0.24,30,52.7,25.6
85.7,0.0,24.1,0.65,30,52.3,25.6
85.8,0.0,24.2,0.29,30,52.4,25.6
85.9,0.0,24.2,0.2,28,52.4,25.6
86.1,0.0,24.2,1.0,37,51.9,25.6
86.3,0.0,24.3,0.6,29,52.4,25.6
86.2,0.0,24.2,0.71,37,52.1,25.6
86.1,0.0,24.2,0.33,32,52.3,25.6
85.8,0.0,24.2,0.12,37,52.2,25.7
85.6,0.0,24.2,0.09,36,52.1,25.8
85.8,0.0,24.2,0.14,37,52.2,25.7
86.0,0.0,24.2,0.14,32,52.1,25.7
85.8,0.0,24.1,0.36,35,52.0,25.8
85.0,0.0,24.2,0.23,37,52.4,25.9
84.7,0.0,24.0,0.3,44,52.3,26.0
84.7,0.0,23.9,0.14,40,52.3,26.0
85.3,0.0,24.1,0.47,43,52.7,25.9
85.6,0.0,24.2,0.23,33,52.1,25.8
86.0,0.0,23.9,1.22,34,52.3,25.7
86.2,0.0,24.2,0.91,36,51.8,25.7
86.2,0.0,24.3,0.41,35,52.2,25.7
86.4,0.0,24.2,0.56,33,53.0,25.7
86.7,0.0,24.2,0.56,32,52.3,25.7
86.8,0.0,24.2,0.67,36,52.9,25.7
86.8,0.0,24.2,0.55,34,52.5,25.7
86.5,0.0,24.1,0.15,27,52.5,25.8
85.7,0.0,24.4,0.14,38,53.3,26.0
85.3,0.0,24.6,0.07,42,52.6,26.1
85.4,0.0,24.6,0.32,38,52.5,26.0
85.4,0.0,24.7,0.17,38,53.3,26.0
85.3,0.0,24.7,0.37,42,53.0,26.0
85.2,0.0,24.7,0.16,45,54.1,26.1
85.3,0.0,24.7,0.77,43,53.5,26.1
85.2,0.0,24.8,0.84,42,53.6,26.1
85.1,0.0,24.9,0.93,45,53.9,26.1
85.2,0.0,25.1,0.49,41,53.6,26.1
85.2,0.0,25.2,1.43,39,54.3,26.1
85.1,0.0,25.4,1.11,45,54.0,26.1
85.3,0.0,25.5,0.92,39,54.6,26.1
85.2,0.0,25.5,0.48,43,54.7,26.1
85.3,0.0,25.6,0.4,42,54.8,26.1
85.3,0.0,25.6,0.28,40,55.1,26.1
85.2,0.0,25.6,0.34,43,55.0,26.1
85.2,0.0,25.7,0.21,38,55.6,26.1
85.3,0.0,25.7,0.27,39,56.0,26.1
85.3,0.0,25.7,0.18,42,55.8,26.1
85.5,0.0,25.7,0.38,36,55.5,26.1
85.2,0.0,25.7,0.26,36,56.2,26.1
85.6,0.0,25.8,0.47,37,55.4,26.1
85.1,0.0,25.8,0.51,43,56.2,26.2
85.5,1.17,25.9,0.66,38,55.9,26.1
85.4,6.17,25.9,0.69,41,57.6,26.1
85.3,13.05,25.9,0.83,39,57.7,26.2
85.2,20.48,25.9,0.84,42,57.4,26.2
85.3,26.87,25.9,0.65,39,57.2,26.2
85.8,31.5,25.9,0.55,42,57.7,26.1
84.0,34.83,26.0,0.36,28,58.1,25.1
79.7,36.78,26.0,0.59,35,57.5,24.4
76.6,40.2,26.0,0.63,30,57.6,24.0
75.4,45.3,25.8,0.67,25,57.1,23.9
76.3,53.94,25.7,0.77,30,57.1,23.8
78.0,66.65,25.7,0.93,34,58.8,24.0
75.8,88.56,25.7,0.46,31,57.6,23.8
79.0,109.62,25.7,0.45,27,57.2,23.8
78.7,118.18,25.7,1.03,28,58.5,24.0
76.6,117.37,25.9,0.34,31,57.8,23.8
80.4,135.56,26.0,0.16,35,58.2,23.9
79.0,141.65,26.0,0.82,31,57.4,23.9
78.7,143.94,26.1,0.3,28,56.8,23.7
79.7,137.47,26.1,0.36,29,57.1,23.6
77.6,137.41,26.1,0.3,35,57.2,23.3
82.2,132.32,26.1,0.97,27,59.4,23.5
80.9,118.74,26.1,0.67,25,58.3,23.5
80.0,87.34,26.2,0.31,32,57.2,23.2
84.1,81.35,26.2,0.25,30,57.6,23.6
80.8,86.66,26.2,0.08,30,57.9,23.3
82.0,101.46,26.2,0.26,28,56.7,23.2
84.2,133.37,26.2,0.08,29,57.4,23.5
80.5,141.62,26.2,0.15,26,57.5,23.1
83.6,143.85,26.2,0.46,34,57.3,23.4
83.0,165.7,26.2,0.42,35,57.1,23.4
81.5,170.47,26.2,0.36,28,60.0,23.2
85.0,173.3,26.3,0.72,31,59.1,23.6
81.0,177.8,26.3,0.53,28,57.2,23.3
83.7,180.11,26.3,0.28,30,57.1,23.4
83.3,171.89,26.3,1.33,30,57.1,23.5
81.3,190.26,26.3,0.4,28,57.3,23.2
85.5,194.99,26.3,1.13,26,58.0,23.6
82.6,193.26,26.3,0.67,32,57.2,23.5
81.9,190.5,26.3,0.86,26,57.2,23.3
85.4,200.0,26.3,0.65,33,56.7,23.7
81.5,199.5,26.3,0.93,35,58.2,23.5
78.0,174.69,26.3,0.54,31,58.5,23.5
77.3,177.59,26.3,0.58,28,57.5,23.6
80.0,136.99,26.3,0.6,35,57.8,23.9
77.4,141.35,26.3,1.06,29,58.0,23.7
75.5,157.45,26.3,0.88,32,57.8,23.6
74.4,189.38,26.3,0.97,31,57.2,23.7
73.0,197.73,26.3,0.55,32,57.8,23.7
71.8,198.32,26.3,0.48,31,57.1,23.7
70.9,197.82,26.3,1.27,28,56.9,23.8
70.0,194.61,26.3,1.13,35,57.8,23.9
69.4,197.02,26.3,1.02,28,60.6,23.9
69.0,201.63,26.3,0.66,31,58.4,23.9
68.6,201.01,26.3,0.58,35,57.4,24.0
68.5,201.3,26.3,0.26,34,57.6,23.9
68.1,198.26,26.4,0.5,30,58.2,23.9
67.9,173.46,26.4,0.91,33,57.7,23.9
67.6,207.22,26.4,0.83,32,58.8,23.9
67.2,203.4,26.4,0.29,31,57.0,23.9
67.1,189.67,26.4,0.15,34,57.2,23.9
67.1,213.54,26.4,0.25,34,58.7,23.9
67.0,192.41,26.4,0.2,29,58.6,24.0
66.9,218.18,26.4,0.5,27,58.8,24.0
66.8,219.55,26.4,0.77,27,57.6,24.0
66.7,207.5,26.4,0.23,26,57.9,24.0
66.6,199.12,26.4,0.73,28,57.2,24.0
66.4,207.3,26.4,0.34,34,57.0,24.0
66.8,206.27,26.4,1.25,28,58.0,24.0
67.0,211.22,26.4,0.53,25,57.6,24.0
66.7,214.03,26.4,0.54,26,57.8,23.8
69.9,217.93,26.4,0.54,26,58.2,24.0
73.1,222.65,26.4,0.5,33,58.5,24.1
71.1,222.07,26.4,0.37,29,60.6,23.8
70.1,221.54,26.4,0.24,32,58.5,23.8
72.6,219.79,26.4,0.24,26,58.2,24.0
76.5,215.92,26.4,0.47,28,57.5,24.2
73.6,213.97,26.4,0.27,32,57.1,23.9
71.8,216.68,26.4,0.37,30,58.0,23.8
74.4,220.64,26.4,0.41,30,57.8,24.0
77.5,223.41,26.4,0.28,32,58.1,24.2
75.3,230.39,26.4,0.58,32,57.8,23.9
77.8,231.82,26.4,0.19,29,57.6,23.8
80.5,239.73,26.4,0.19,33,59.6,23.9
77.3,244.41,26.4,0.41,31,59.8,23.5
80.5,241.05,26.4,0.5,34,57.2,23.8
80.0,235.02,26.4,0.15,30,57.8,23.8
78.4,237.88,26.4,0.46,30,57.4,23.5
81.9,246.26,26.4,0.15,28,56.8,23.9
78.3,257.34,26.4,0.35,30,56.6,23.6
79.2,255.14,26.4,0.25,32,57.5,23.8
76.9,258.09,26.4,0.11,35,56.5,24.3
74.2,244.31,26.4,0.11,27,57.5,24.1
76.9,258.35,26.4,0.11,26,59.5,23.7
81.0,272.01,26.4,0.47,32,59.5,24.1
77.4,262.87,26.4,0.93,27,57.3,23.7
80.5,256.66,26.4,0.67,35,57.6,23.9
81.9,248.64,26.5,0.62,34,56.7,24.0
78.5,243.8,26.4,0.23,35,57.0,23.7
81.6,243.74,26.4,0.29,35,56.8,23.9
80.9,245.23,26.4,0.85,34,58.1,23.8
79.9,260.67,26.4,0.18,32,57.1,23.5
82.9,272.04,26.3,0.12,30,58.3,23.9
80.8,270.21,26.2,0.43,31,59.2,23.8
79.6,260.65,26.1,1.03,35,59.9,23.7
82.3,251.88,25.9,0.36,35,56.9,24.0
79.5,252.32,25.8,0.79,31,56.7,23.7
77.9,244.88,25.8,0.85,34,57.2,23.7
79.2,226.47,25.8,0.36,26,57.4,24.0
76.6,217.82,25.7,0.41,29,58.3,23.8
78.2,233.67,25.7,0.66,31,57.6,23.7
78.9,248.76,25.7,0.51,30,57.9,23.8
77.6,220.73,25.7,0.48,30,57.0,23.5
79.6,160.44,25.7,0.22,30,56.6,23.8
79.2,137.6,25.6,0.23,28,62.5,23.5
78.1,147.65,25.0,0.35,33,57.2,23.3
80.1,126.37,24.6,0.41,27,57.4,23.6
77.8,116.8,24.4,0.32,29,57.6,23.4
76.0,126.57,24.4,0.31,28,58.1,23.3
76.0,115.22,24.3,0.36,25,57.6,23.4
79.3,114.76,24.3,0.96,30,57.2,23.7
76.9,107.59,24.3,0.14,32,56.6,23.3
75.6,108.58,24.2,0.29,25,57.1,23.2
78.5,112.26,24.2,0.85,25,56.4,23.4
80.8,114.65,24.2,0.96,31,60.3,23.7
77.5,116.89,24.1,0.82,26,58.2,23.2
75.6,116.87,24.3,1.03,29,56.7,23.4
78.5,159.11,24.3,0.79,29,57.9,23.6
79.6,161.04,24.2,0.75,25,57.4,23.6
77.2,116.06,24.2,0.95,30,56.5,23.3
78.7,121.6,24.1,0.47,29,57.0,23.6
81.1,65.64,24.0,2.15,31,56.8,23.8
77.9,54.58,24.1,1.37,35,56.5,23.4
76.7,48.19,24.0,1.07,26,57.6,23.3
80.1,35.19,24.3,1.06,35,58.8,23.6
80.9,28.99,24.2,1.26,27,60.5,23.6
78.1,56.79,24.1,0.78,35,56.9,23.3
79.2,50.8,24.1,1.23,35,55.8,23.4
82.3,42.5,24.1,0.98,25,54.6,23.6
80.7,41.42,24.1,2.34,30,57.9,23.4
80.7,41.42,24.1,2.34,29,57.9,23.4
80.7,41.42,24.1,2.34,31,57.9,23.4
80.7,41.42,24.1,2.34,29,57.9,23.4
80.7,41.42,24.1,2.34,33,57.9,23.4
82.9,33.91,24.0,1.46,32,59.4,23.5
80.4,33.8,24.2,1.64,32,56.9,23.2
82.6,33.76,24.2,1.89,29,56.9,23.4
82.9,33.75,24.2,1.63,35,55.9,23.5
79.6,33.79,24.1,2.07,36,55.5,23.2
81.5,33.81,24.3,0.23,33,56.4,23.5
82.5,33.81,24.2,2.22,34,57.1,23.5
80.0,33.81,24.3,1.68,27,56.1,23.3
82.9,33.81,24.3,0.59,26,56.6,23.6
83.1,33.79,24.4,1.29,28,56.0,23.5
81.1,33.82,24.4,2.15,31,56.9,23.2
84.8,33.73,24.4,1.25,36,56.5,23.6
84.1,33.74,24.4,2.71,33,55.8,23.5
82.4,33.74,24.4,1.13,36,55.3,23.4
84.6,33.7,24.4,0.3,27,55.6,23.6
81.6,33.72,24.4,0.54,36,55.2,23.2
82.6,33.72,24.4,1.29,28,54.6,23.4
84.6,33.76,24.4,1.07,28,56.5,23.7
82.2,33.93,24.4,1.56,36,55.4,23.4
83.1,34.03,24.4,1.59,36,55.5,23.6
83.5,34.05,24.4,0.75,31,55.3,23.6
80.6,34.13,24.4,1.74,32,55.6,23.3
82.9,34.09,24.4,1.03,31,54.4,23.5
84.7,26.12,24.1,0.35,30,54.7,23.6
83.3,0.0,24.2,2.44,28,54.6,23.4
85.3,0.0,24.5,4.49,35,54.1,23.6
84.7,0.0,24.3,3.24,32,54.8,23.7
81.3,0.0,24.2,3.54,29,54.5,23.5
83.6,0.0,24.3,2.43,30,54.4,23.6
85.9,0.0,24.2,1.88,33,54.4,23.8
88.7,0.0,24.0,2.27,31,54.3,24.0
88.4,0.0,24.1,2.34,33,54.0,24.3
87.4,0.0,24.1,4.07,29,54.3,24.9
87.0,0.0,24.2,3.06,31,54.0,25.1
87.1,0.0,24.2,2.4,29,53.5,25.3
87.8,0.0,24.3,1.94,26,54.7,25.5
88.8,0.0,24.3,4.33,34,54.0,25.4
89.6,0.0,24.2,2.25,29,53.9,25.5
89.3,0.0,24.3,3.44,27,53.5,25.6
90.1,0.0,24.3,3.59,32,54.2,25.5
90.3,0.0,24.3,1.06,31,53.0,25.6
90.2,0.0,24.3,2.16,32,54.2,25.7
89.9,0.0,24.3,3.19,26,54.1,25.8
90.1,0.0,24.2,2.35,34,53.9,25.8
90.4,0.0,24.2,2.85,27,54.0,25.8
90.3,0.0,24.3,3.55,29,53.8,25.8
89.5,0.0,24.1,1.25,45,53.1,25.9
88.4,0.0,24.2,2.16,40,54.2,26.1
88.5,0.0,24.1,2.67,37,53.9,26.0
88.1,0.0,24.2,3.11,41,54.0,26.0
88.0,0.0,24.2,3.74,44,52.7,26.0
88.0,0.0,24.1,2.92,41,54.2,26.0
89.1,0.0,24.2,2.61,29,53.7,25.8
89.2,0.0,24.2,2.55,29,53.0,25.8
89.0,0.0,24.2,2.38,33,53.1,25.8
88.0,0.0,24.3,3.08,39,53.4,26.0
87.0,0.0,24.2,4.16,46,53.0,26.2
87.3,0.0,24.2,2.04,36,52.4,26.1
87.1,0.0,24.3,2.75,40,52.7,26.1
87.1,0.0,24.1,1.62,37,52.8,26.2
86.8,0.0,24.3,4.75,40,52.4,26.2
86.5,0.0,24.3,3.36,45,53.4,26.2
86.2,0.0,24.2,2.96,38,52.1,26.4
86.3,0.0,24.1,4.19,42,52.4,26.3
86.2,0.0,24.1,2.38,42,52.9,26.4
86.3,0.0,24.0,3.22,36,52.2,26.4
86.4,0.0,24.1,1.05,43,52.9,26.4
86.4,0.0,24.3,1.96,37,52.6,26.5
86.6,0.0,24.2,1.24,41,52.6,26.5
86.5,0.0,24.1,1.58,40,52.4,26.5
86.7,0.0,24.3,1.82,37,52.1,26.5
86.7,0.0,24.3,0.73,46,52.8,26.5
87.1,0.0,24.4,1.74,44,52.0,26.3
87.2,0.0,24.4,1.81,35,52.5,26.3
87.8,0.0,24.1,2.29,36,52.2,26.3
86.9,0.0,24.1,2.23,44,52.2,26.5
87.3,0.0,24.4,0.54,46,52.4,26.4
87.0,0.0,24.5,1.39,44,52.2,26.5
87.2,0.0,24.4,0.81,44,52.1,26.4
87.2,0.0,24.3,0.73,38,52.3,26.4
87.5,0.0,24.4,1.01,36,52.0,26.4
87.6,0.0,24.4,1.01,40,52.6,26.3
87.3,0.0,24.2,0.76,40,51.9,26.4
87.1,0.0,24.3,1.26,40,53.0,26.4
87.2,0.0,24.2,0.58,40,52.3,26.4
87.1,0.0,24.1,1.56,36,52.3,26.5
86.8,0.0,24.1,0.83,37,52.0,26.5
86.8,0.0,24.2,2.55,37,52.2,26.6
86.8,0.0,24.3,0.95,43,51.9,26.6
87.0,0.0,24.4,2.45,36,52.1,26.5
87.0,0.0,24.3,2.01,36,52.3,26.5
87.3,0.0,24.3,0.63,39,52.2,26.5
87.1,0.0,24.3,0.46,43,52.7,26.5
86.9,0.0,24.4,1.98,36,51.9,26.6
86.9,0.0,24.3,1.48,41,52.0,26.6
87.0,0.0,24.1,1.45,43,52.6,26.6
87.0,0.0,24.2,1.08,37,52.4,26.7
87.5,0.0,24.2,0.44,41,52.7,26.6
87.9,0.0,24.0,1.18,44,52.3,26.6
87.8,0.0,24.1,1.78,40,52.4,26.6
88.2,0.0,24.1,0.82,38,53.5,26.5
88.3,0.0,24.0,1.28,38,53.5,26.4
88.3,0.0,24.0,0.34,43,52.8,26.4
88.4,0.0,24.0,0.4,38,53.1,26.4
88.5,0.0,23.9,0.97,39,54.9,26.3
88.3,0.0,24.2,1.53,41,57.5,26.3
88.4,0.0,24.2,0.68,38,54.8,26.3
88.0,0.0,23.9,1.48,38,52.9,26.4
88.0,0.0,24.0,1.34,46,53.3,26.4
88.2,0.0,24.3,2.32,45,52.6,26.3
88.5,0.0,24.1,1.3,37,53.0,26.3
88.2,0.0,24.1,1.23,42,52.9,26.3
88.8,0.0,24.0,0.58,39,53.8,26.6
89.4,0.0,23.9,0.83,42,54.4,26.7
89.9,0.0,24.1,0.45,45,54.4,26.6
89.8,0.0,24.2,0.54,40,55.6,26.7
90.0,0.0,24.1,0.69,44,56.6,26.7
91.2,0.0,24.0,0.29,41,60.4,26.4
92.7,0.0,24.0,0.59,42,60.2,26.0
93.0,0.0,24.0,0.77,41,57.7,25.9
92.2,0.0,24.2,0.19,39,57.8,26.2
91.8,0.0,24.5,0.83,38,56.2,26.4
91.8,0.0,24.7,0.22,38,57.2,26.5
91.3,0.0,25.0,0.22,37,57.1,26.5
91.1,0.0,25.1,0.38,41,57.0,26.4
90.6,0.0,25.1,0.38,38,55.2,26.4
89.5,0.0,25.1,2.08,40,55.8,26.5
89.2,0.0,25.2,1.25,39,54.9,26.4
88.7,0.0,25.3,1.15,36,55.1,26.4
88.3,0.0,25.3,0.39,43,55.7,26.4
87.8,0.0,25.5,1.2,35,55.0,26.4
87.4,0.0,25.6,2.41,40,55.5,26.4
87.1,0.0,25.7,1.2,35,55.6,26.5
86.7,0.0,25.8,2.11,41,55.7,26.4
86.8,0.0,25.8,1.42,41,57.6,26.4
87.1,0.0,25.9,1.64,39,56.5,26.4
87.1,0.0,25.9,0.92,38,57.0,26.4
86.5,0.0,25.9,1.27,42,56.8,26.4
85.6,0.0,26.0,1.06,44,57.0,26.4
85.3,0.0,26.1,0.48,40,57.1,26.4
85.1,0.0,26.1,1.58,35,57.0,26.4
85.1,0.0,26.1,0.4,43,57.2,26.4
85.3,0.0,26.1,0.71,43,57.1,26.4
85.6,0.0,26.2,1.44,44,57.3,26.4
85.5,0.0,26.2,0.9,43,59.8,26.4
85.4,0.0,26.3,1.62,42,58.9,26.4
85.7,0.0,26.3,1.0,43,58.1,26.4
86.0,0.0,26.2,1.28,39,58.2,26.4
86.1,0.0,26.2,0.62,42,57.1,26.4
86.6,0.0,26.2,0.3,42,58.0,26.2
84.6,0.0,26.2,0.59,28,58.3,25.2
79.9,0.0,26.2,0.98,25,58.7,24.4
76.2,0.01,26.3,2.31,33,58.3,23.8
75.5,2.24,26.4,1.07,35,58.4,23.7
75.3,9.44,26.4,1.45,29,58.8,23.7
75.4,12.34,26.3,0.59,30,62.7,23.6
80.1,11.33,26.5,1.87,34,59.1,23.9
78.0,10.01,26.4,1.63,29,58.9,23.8
76.3,9.1,26.5,1.96,28,54.4,24.1
79.8,16.25,26.5,1.84,31,54.3,24.3
76.9,23.71,26.5,2.73,28,54.5,24.8
